500	0.36549
505	0.34984
510	0.32449
515	0.30903
520	0.28489
525	0.26411
530	0.23718
535	0.23022
540	0.22171
545	0.21052
550	0.20064
555	0.19081
560	0.18196
565	0.17485
570	0.15955
575	0.15215
580	0.13649
585	0.13232
590	0.12301
595	0.12143
600	0.11351
605	0.10695
610	0.10419
615	0.09779
620	0.09576
625	0.08908
630	0.08736
635	0.0847
640	0.08205
645	0.07671
650	0.0752
655	0.06945
660	0.06581
665	0.06367
670	0.06275
675	0.06024
680	0.05961
685	0.05649
690	0.0544
695	0.05639
700	0.05323
705	0.053
710	0.05068
715	0.05163
720	0.0482
725	0.04924
730	0.05056
735	0.04842
740	0.04776
745	0.04636
750	0.04666
755	0.04404
760	0.0468
765	0.04521
770	0.04201
775	0.03969
780	0.04053
785	0.03967
790	0.03856
795	0.04072
800	0.04013
805	0.03557
810	0.03897
815	0.04011
820	0.03801
825	0.03653
830	0.03818
835	0.03449
840	0.03596
845	0.0372
850	0.03672
855	0.0358
860	0.03386
865	0.03648
870	0.03828
875	0.03809
880	0.03914
885	0.04341
890	0.0449
895	0.04873
900	0.05377
905	0.05404
910	0.05593
915	0.05612
920	0.05544
925	0.05233
930	0.05427
935	0.0503
940	0.04944
945	0.04912
950	0.04961
955	0.05193
960	0.05659
965	0.0613
970	0.06587
975	0.06722
980	0.06744
985	0.07393
990	0.0742
995	0.07388
1000	0.07479
1005	0.07977
1010	0.07972
1015	0.08153
1020	0.08435
1025	0.08624
1030	0.08015
1035	0.07612
1040	0.07752
1045	0.07619
1050	0.06862
1055	0.07225
1060	0.06662
1065	0.05566
1070	0.05437
1075	0.0526
1080	0.05277
1085	0.04665
1090	0.04788
1095	0.04678
1100	0.04804
1105	0.05064
1110	0.05012
1115	0.04856
1120	0.051
1125	0.06025
1130	0.07213
1135	0.08899
1140	0.10971
1145	0.12292
1150	0.14595
1155	0.17433
1160	0.21683
1165	0.25413
1170	0.29038
1175	0.31724
1180	0.3471
1185	0.35059
1190	0.36103
1195	0.3626
1200	0.35439
1205	0.35449
1210	0.32858
1215	0.29718
1220	0.26253
1225	0.22872
1230	0.20653
1235	0.19261
1240	0.1736
1245	0.16594
1250	0.16385
1255	0.15914
1260	0.16197
1265	0.16133
1270	0.16264
1275	0.15364
1280	0.15009
1285	0.15411
1290	0.14903
1295	0.14793
1300	0.15152
1305	0.14974
1310	0.15448
1315	0.159
1320	0.16775
1325	0.19
1330	0.19691
1335	0.21436
1340	0.24085
1345	0.27728
1350	0.28459
1355	0.33209
1360	0.35243
1365	0.37837
1370	0.42569
1375	0.4579
1380	0.49554
1385	0.5767
1390	0.65551
1395	0.73021
1400	0.84329
1405	0.92806
1410	1.10124
1415	1.20559
1420	1.36852
1425	1.40707
1430	1.57776
1435	1.53034
1440	1.61149
1445	1.67099
1450	1.72705
1455	1.90546
1460	1.83266
1465	1.95804
1470	2.05676
1475	2.27038
1480	2.22349
1485	2.18679
1490	2.12861
1495	2.08241
1500	2.03434
1505	1.8234
1510	2.07773
1515	1.94702
1520	2.1662
1525	1.90749
1530	2.0768
1535	2.00451
1540	1.67169
1545	1.78272
1550	1.75654
1555	1.71473
1560	1.56908
1565	1.58301
1570	1.55301
1575	1.50194
1580	1.34027
1585	1.40883
1590	1.28608
1595	1.33442
1600	1.23081
1605	1.1924
1610	1.15313
1615	1.11412
1620	1.07489
1625	1.03463
1630	1.02263
1635	1.01631
1640	1.22945
1645	1.13803
1650	1.13311
1655	1.11966
1660	1.27663
1665	1.28885
1670	1.57428
1675	2.12372
1680	2.21031
1685	2.41743
1690	2.39717
1695	2.396
1700	2.39523
