   3.1000000e-01	   1.5000000e-01	   2.4500000e+02	
   2.4800000e-01	   1.5000000e-01	   2.4500000e+02	
   2.7900000e-01	   1.5000000e-01	   2.4500000e+02	
   3.4100000e-01	   1.5000000e-01	   2.4500000e+02	
   3.7200000e-01	   1.5000000e-01	   2.4500000e+02	
   3.1000000e-01	   1.2000000e-01	   2.4500000e+02	
   3.1000000e-01	   1.3500000e-01	   2.4500000e+02	
   3.1000000e-01	   1.6500000e-01	   2.4500000e+02	
   3.1000000e-01	   1.8000000e-01	   2.4500000e+02	
   3.1000000e-01	   1.5000000e-01	   1.9600000e+02	
   3.1000000e-01	   1.5000000e-01	   2.2050000e+02	
   3.1000000e-01	   1.5000000e-01	   2.6950000e+02	
   3.1000000e-01	   1.5000000e-01	   2.9400000e+02	
