   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.2000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.3500000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.6500000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.8000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.2000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.3500000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.6500000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.8000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   1.6000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   1.8000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.2000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.4000000e-01	   1.2000000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   9.6000000e+01	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.0800000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.3200000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.4400000e+02	   7.5000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   6.0000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   6.7500000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   8.2500000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   9.0000000e+01	   1.2500000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.0000000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.1250000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.3750000e+02	
   1.5000000e-01	   1.5000000e-01	   2.0000000e-01	   1.2000000e+02	   7.5000000e+01	   1.5000000e+02	
