   1.2000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   1.4000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   1.6000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   1.8000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   2.0000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   2.2000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   2.4000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   2.6000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   2.8000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   3.0000000e-01	   3.1000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   1.2000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   1.4000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   1.6000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   1.8000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   2.0000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   2.2000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   2.4000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   2.6000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   2.8000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.0000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   2.6000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   3.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   3.8000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.4000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   5.0000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   5.6000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   6.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   6.8000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   7.4000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   8.0000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   1.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   1.4000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   1.6000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   1.8000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   2.0000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   2.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   2.4000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   2.6000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   2.8000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   3.1000000e-01	   4.2000000e-02	   3.0000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   2.4500000e+02	
   4.6000000e-01	   1.0000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   6.5000000e+01	
   4.6000000e-01	   1.0000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   8.0000000e+01	
   4.6000000e-01	   1.0000000e-01	   4.2000000e-02	   3.2000000e-01	   5.7000000e+01	   6.4000000e+01	   2.3000000e+01	   9.5000000e+01	
