   7.0000000e+02	   5.1671944e-01	   6.8173415e+01	   2.5918156e-01	   6.8130222e+01	   2.9579017e-02	   3.1575193e+01	   3.4496868e-01	   3.1042950e+02	   1.7494567e-01	   9.3128850e+02	
   7.0100000e+02	   5.1478198e-01	   6.8053461e+01	   2.5702834e-01	   6.8086286e+01	   2.9481140e-02	   3.1476294e+01	   3.4138015e-01	   3.0961631e+02	   1.7310822e-01	   9.2884894e+02	
   7.0200000e+02	   5.1307365e-01	   6.7933889e+01	   2.5537489e-01	   6.8042441e+01	   2.9539867e-02	   3.1377844e+01	   3.3842378e-01	   3.0880641e+02	   1.7165595e-01	   9.2641924e+02	
   7.0300000e+02	   5.1158929e-01	   6.7814697e+01	   2.5397397e-01	   6.7998687e+01	   2.9794348e-02	   3.1279842e+01	   3.3573236e-01	   3.0799978e+02	   1.7042251e-01	   9.2399934e+02	
   7.0400000e+02	   5.1000053e-01	   6.7695883e+01	   2.5246360e-01	   6.7955023e+01	   2.9892226e-02	   3.1182285e+01	   3.3293062e-01	   3.0719640e+02	   1.6906482e-01	   9.2158919e+02	
   7.0500000e+02	   5.0840755e-01	   6.7577445e+01	   2.5102383e-01	   6.7911449e+01	   2.9970528e-02	   3.1085170e+01	   3.3024783e-01	   3.0639624e+02	   1.6775797e-01	   9.1918873e+02	
   7.0600000e+02	   5.0696240e-01	   6.7459382e+01	   2.4980350e-01	   6.7867964e+01	   3.0166282e-02	   3.0988495e+01	   3.2782796e-01	   3.0559931e+02	   1.6663440e-01	   9.1679792e+02	
   7.0700000e+02	   5.0585037e-01	   6.7341692e+01	   2.4892509e-01	   6.7824569e+01	   3.0616519e-02	   3.0892256e+01	   3.2573484e-01	   3.0480556e+02	   1.6578647e-01	   9.1441669e+02	
   7.0800000e+02	   5.0441947e-01	   6.7224373e+01	   2.4771354e-01	   6.7781263e+01	   3.0733972e-02	   3.0796451e+01	   3.2331937e-01	   3.0401500e+02	   1.6463056e-01	   9.1204500e+02	
   7.0900000e+02	   5.0295103e-01	   6.7107424e+01	   2.4659089e-01	   6.7738046e+01	   3.0792699e-02	   3.0701079e+01	   3.2106844e-01	   3.0322760e+02	   1.6353100e-01	   9.0968280e+02	
   7.1000000e+02	   5.0181197e-01	   6.6990843e+01	   2.4579351e-01	   6.7694917e+01	   3.1145058e-02	   3.0606135e+01	   3.1913138e-01	   3.0244334e+02	   1.6271792e-01	   9.0733003e+02	
   7.1100000e+02	   5.0086069e-01	   6.6874627e+01	   2.4519270e-01	   6.7651876e+01	   3.1595294e-02	   3.0511618e+01	   3.1736809e-01	   3.0166222e+02	   1.6203491e-01	   9.0498665e+02	
   7.1200000e+02	   4.9966601e-01	   6.6758777e+01	   2.4434426e-01	   6.7608923e+01	   3.1732323e-02	   3.0417525e+01	   3.1535629e-01	   3.0088420e+02	   1.6108947e-01	   9.0265260e+02	
   7.1300000e+02	   4.9867095e-01	   6.6643289e+01	   2.4367765e-01	   6.7566057e+01	   3.2123832e-02	   3.0323854e+01	   3.1353469e-01	   3.0010928e+02	   1.6035139e-01	   9.0032783e+02	
   7.1400000e+02	   4.9766986e-01	   6.6528162e+01	   2.4298755e-01	   6.7523279e+01	   3.2515343e-02	   3.0230602e+01	   3.1169265e-01	   2.9933743e+02	   1.5960309e-01	   8.9801229e+02	
   7.1500000e+02	   4.9679207e-01	   6.6413395e+01	   2.4246401e-01	   6.7480587e+01	   3.2946004e-02	   3.0137766e+01	   3.1002567e-01	   2.9856865e+02	   1.5895960e-01	   8.9570594e+02	
   7.1600000e+02	   4.9589654e-01	   6.6298986e+01	   2.4198252e-01	   6.7437982e+01	   3.3298362e-02	   3.0045345e+01	   3.0844144e-01	   2.9780291e+02	   1.5832294e-01	   8.9340873e+02	
   7.1700000e+02	   4.9497482e-01	   6.6184933e+01	   2.4144890e-01	   6.7395464e+01	   3.3670297e-02	   2.9953336e+01	   3.0681405e-01	   2.9704020e+02	   1.5767333e-01	   8.9112059e+02	
   7.1800000e+02	   4.9424008e-01	   6.6071235e+01	   2.4109421e-01	   6.7353031e+01	   3.4218411e-02	   2.9861736e+01	   3.0536255e-01	   2.9628050e+02	   1.5718940e-01	   8.8884150e+02	
   7.1900000e+02	   4.9364725e-01	   6.5957890e+01	   2.4104383e-01	   6.7310685e+01	   3.4805676e-02	   2.9770543e+01	   3.0428285e-01	   2.9552380e+02	   1.5690864e-01	   8.8657139e+02	
   7.2000000e+02	   4.9266609e-01	   6.5844897e+01	   2.4060493e-01	   6.7268423e+01	   3.4981855e-02	   2.9679755e+01	   3.0283219e-01	   2.9477008e+02	   1.5626103e-01	   8.8431023e+02	
   7.2100000e+02	   4.9207610e-01	   6.5732254e+01	   2.4054467e-01	   6.7226247e+01	   3.5588696e-02	   2.9589369e+01	   3.0174762e-01	   2.9401932e+02	   1.5598647e-01	   8.8205796e+02	
   7.2200000e+02	   4.9150000e-01	   6.5619959e+01	   2.4062183e-01	   6.7184155e+01	   3.6175961e-02	   2.9499383e+01	   3.0086861e-01	   2.9327151e+02	   1.5580605e-01	   8.7981453e+02	
   7.2300000e+02	   4.9095666e-01	   6.5508011e+01	   2.4084720e-01	   6.7142149e+01	   3.6743651e-02	   2.9409794e+01	   3.0019603e-01	   2.9252663e+02	   1.5572021e-01	   8.7757990e+02	
   7.2400000e+02	   4.9020249e-01	   6.5396408e+01	   2.4086692e-01	   6.7100226e+01	   3.7037283e-02	   2.9320601e+01	   2.9932166e-01	   2.9178468e+02	   1.5541257e-01	   8.7535403e+02	
   7.2500000e+02	   4.8994726e-01	   6.5285149e+01	   2.4142925e-01	   6.7058387e+01	   3.7839879e-02	   2.9231801e+01	   2.9900908e-01	   2.9104562e+02	   1.5561037e-01	   8.7313686e+02	
   7.2600000e+02	   4.8951155e-01	   6.5174233e+01	   2.4209929e-01	   6.7016632e+01	   3.8466294e-02	   2.9143392e+01	   2.9897679e-01	   2.9030945e+02	   1.5587058e-01	   8.7092835e+02	
   7.2700000e+02	   4.8929654e-01	   6.5063657e+01	   2.4299550e-01	   6.6974961e+01	   3.9308041e-02	   2.9055371e+01	   2.9917453e-01	   2.8957615e+02	   1.5634081e-01	   8.6872846e+02	
   7.2800000e+02	   4.8904477e-01	   6.4953420e+01	   2.4385230e-01	   6.6933373e+01	   4.0051910e-02	   2.8967737e+01	   2.9932678e-01	   2.8884571e+02	   1.5674511e-01	   8.6653714e+02	
   7.2900000e+02	   4.8885637e-01	   6.4843521e+01	   2.4512918e-01	   6.6891867e+01	   4.0854505e-02	   2.8880487e+01	   3.0009889e-01	   2.8811811e+02	   1.5748525e-01	   8.6435434e+02	
   7.3000000e+02	   4.8882910e-01	   6.4733958e+01	   2.4668558e-01	   6.6850444e+01	   4.1833281e-02	   2.8793618e+01	   3.0122263e-01	   2.8739334e+02	   1.5847894e-01	   8.6218002e+02	
   7.3100000e+02	   4.8896478e-01	   6.4624730e+01	   2.4838731e-01	   6.6809104e+01	   4.2968659e-02	   2.8707129e+01	   3.0249429e-01	   2.8667138e+02	   1.5961567e-01	   8.6001413e+02	
   7.3200000e+02	   4.8909371e-01	   6.4515836e+01	   2.5029925e-01	   6.6767845e+01	   4.4064887e-02	   2.8621018e+01	   3.0409522e-01	   2.8595221e+02	   1.6089977e-01	   8.5785664e+02	
   7.3300000e+02	   4.8932098e-01	   6.4407273e+01	   2.5262458e-01	   6.6726668e+01	   4.5278568e-02	   2.8535282e+01	   3.0629129e-01	   2.8523583e+02	   1.6253325e-01	   8.5570749e+02	
   7.3400000e+02	   4.8936860e-01	   6.4299040e+01	   2.5475458e-01	   6.6685573e+01	   4.6257343e-02	   2.8449919e+01	   3.0828481e-01	   2.8452222e+02	   1.6396182e-01	   8.5356665e+02	
   7.3500000e+02	   4.8934090e-01	   6.4191136e+01	   2.5682785e-01	   6.6644559e+01	   4.7138241e-02	   2.8364928e+01	   3.1023766e-01	   2.8381135e+02	   1.6532688e-01	   8.5143406e+02	
   7.3600000e+02	   4.8922568e-01	   6.4083560e+01	   2.5941608e-01	   6.6603626e+01	   4.7882110e-02	   2.8280305e+01	   3.1302758e-01	   2.8310323e+02	   1.6705002e-01	   8.4930969e+02	
